rid,label,conference_name
3337,r86,in proc ieee conference of robotics and automation
3338,r86,in proc ieee conference of robotics and automation
3339,r86,in proceedings of the ieee international conference on robotics and automation
3340,r86,in proc ieee conf on robotics and automation
3341,r86,proceedings of the international conference on robotics and automation
3342,r86,in proceedings of the
3343,r86,ieee international conferenceonrobotics and automation
3344,r86,in ieee international conference on robotics and automation
3345,r86,in ieee international conferenceonrobotics and automation
3346,r86,in proceedings of the ieee international conference on robotics and automation
3347,r86,proceedings of the ieee international conference on robotics and automation
3348,r86,in proc ieee conferenceofrobotics and automation
3349,r86,in proc ieee conf on robotics and automation
3350,r86,in proc ieee conf on robotics and automation
3351,r86,in proceedings of the ieee international conference on robotics and automation
3352,r87,in proceedings of the 16th international conference on very large data bases
3353,r87,in proceedings of the 16th vldb conference
3354,r87,in proc of the 16th int conf on very large data bases
3355,r87,in proceedings of the 16th vldb conference
3356,r87,proc 16th international conference on very large data bases
3357,r87,16th international conference on very large data bases
3358,r87,proceedings
3359,r87,proc 16th international conference on very large data bases
3360,r87,in proceedings of the 16th vldb conference
3361,r87,proc of the 16th int conf on very large data bases
3362,r87,proc 16th international conference on very large data bases
3363,r87,proc of the 16th int conf on very large data bases
3364,r87,vldb
3365,r87,in proc of the 16th int conf on very large data bases
3366,r87,in proceedings of 16th international conference on very large data bases
3367,r87,in proc of the 16th int conf on very large data bases
3368,r87,in proc 16th int l conference on very large databases vldb
3369,r87,proc 16th international conference on very large data bases
3370,r87,in proceedings of the 16th vldb conference
3371,r87,in proc 16th int l conference on very large databases vldb
3372,r88,in 8th international conference on distributed computing systems
3373,r88,in proceedings of the 8th international conference on distributed computing systems
3374,r88,proceedings of the eighth international conference on distributed computing systems
3375,r88,in proc of the 8th international conference of distributed computing systems
3376,r88,in proceedings of the eighth international conference on distributed computing systems
3377,r88,ieee trans on parallel and distributed systems
3378,r88,proceedings of the eighth international conference on distributed computing systems
3379,r88,ieee trans on parallel and distributed systems
3380,r88,in proceedings of the eighth international conference on distributed computing systems
3381,r88,in proceedings of the 8th international conference on distributed computing systems
3382,r88,in proc of the 8th international conference of distributed computing systems
3383,r89,in proceedings of the 8th annual acm symposium on parallel algorithms and architectures
3384,r89,in proceedings of the 8th annual acm symposium on parallel algorithms and architectures
3385,r89,in proceedings of the eighth acm symposium on parallel algorithms and architectures
3386,r89,in proceedings of the 8th annual acm symposium on parallel algorithms and architectures
3387,r89,in proceedings of the 8th acm symposium on parallel algorithms and architectures spaa
3388,r89,in proceedings of the 8th acm symposium on parallel algorithms and architectures spaa
3389,r89,in proceedings of the 8th annual acm symposium on parallel algorithms and architectures
3390,r89,in proceedings of the 8th annual acm symposium on parallel algorithms and architectures
3391,r89,in proceedings of the 8th annual acm symposium on parallel algorithms and architectures
3392,r90,25th acm symposium on the theory of computing
3393,r90,in proceedings of the 24th annual acm symposium on theory of computing
3394,r90,in proceedings of the 24th annual acm symp on theory of computing
3395,r90,in proceedings of the 24th annual acm symposium on theory of computing
3396,r90,in proceedings of the 24th annual acm symposium on theory of computing
3397,r90,in proceedings of the 24th annual acm symposium on theory of computing
3398,r90,in proceedings of the 24th annual acm symp on theory of computing
3399,r90,stoc
3400,r90,in acm symposium on the theory of computing
3401,r90,in proceedings of the 24th annual acm symposium on theory of computing
3402,r90,in acm symposium on the theory of computing
3403,r90,in proceedings of the 25th annual acm symposium on theory of computing
3404,r90,in proceedings of the eighteenth annual acm symposium on theory of computing
3405,r90,in proceedings of the 24th annual acm symposium on theory of computing
3406,r90,acm stoc
3407,r90,in proceedings of the 24th annual acm symposium on theory of computing
3408,r90,25th acm symposium on the theory of computing
3409,r90,in proc 25rd acm symposium on theory of computing
3410,r90,in proc 25rd acm symposium on theory of computing
3411,r91,in proc acm symp on principles of database systems
3412,r91,in proceedings of the acm symposium on principles of database systems
3413,r91,in proceedings of the ninth acm sigact sigmod symposium on principles of database systems
3414,r91,in proceedings of the ninth acm sigact sigmod symposium on principles of database systems
3415,r91,in proc acm sigact sigmod sigart symp on principles of database sys
3416,r91,in proc acm symp principles of database systems
3417,r91,in proc 9th acm symp on principles of database systems
3418,r91,in proceedings of the ninth acm sigact sigmod symposium on principles of database systems
3419,r91,proceedings of acm symposium on principles of database systems
3420,r91,in proc 9th acm sigact sigmod sigart symp on princ database systems nashville
3421,r91,pods
3422,r91,in proceedings of the ninth acm sigact sigmod symposium on principles of database systems
3423,r91,in proc of the ninth acm sigact sigmodsigart symposium on principles of database systems
3424,r91,in proceedings of the acm sigact sigmod symposium on principles of database systems
